206,Kingpin (1996),['Comedy']
207,Eraser (1996),"['Action', 'Drama', 'Thriller']"
208,"Nutty Professor, The (1996)","['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']"
209,"Frighteners, The (1996)","['Comedy', 'Horror', 'Thriller']"
210,Lone Star (1996),"['Drama', 'Mystery', 'Western']"
211,Phenomenon (1996),"['Drama', 'Romance']"
212,"Time to Kill, A (1996)","['Drama', 'Thriller']"
213,Ransom (1996),"['Crime', 'Thriller']"
214,Matilda (1996),"['Children', 'Comedy', 'Fantasy']"
215,Emma (1996),"['Comedy', 'Drama', 'Romance']"
216,Escape from L.A. (1996),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
217,Tin Cup (1996),"['Comedy', 'Drama', 'Romance']"
218,"Godfather, The (1972)","['Crime', 'Drama']"
219,Bound (1996),"['Crime', 'Drama', 'Romance', 'Thriller']"
220,"Island of Dr. Moreau, The (1996)","['Sci-Fi', 'Thriller']"
221,"Philadelphia Story, The (1940)","['Comedy', 'Drama', 'Romance']"
222,Singin' in the Rain (1952),"['Comedy', 'Musical', 'Romance']"
223,Breakfast at Tiffany's (1961),"['Drama', 'Romance']"
224,Vertigo (1958),"['Drama', 'Mystery', 'Romance', 'Thriller']"
225,Rear Window (1954),"['Mystery', 'Thriller']"
226,North by Northwest (1959),"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']"
227,"Apartment, The (1960)","['Comedy', 'Drama', 'Romance']"
228,Some Like It Hot (1959),"['Comedy', 'Crime']"
229,Casablanca (1942),"['Drama', 'Romance']"
230,"Maltese Falcon, The (1941)","['Film-Noir', 'Mystery']"
231,My Fair Lady (1964),"['Comedy', 'Drama', 'Musical', 'Romance']"
232,Roman Holiday (1953),"['Comedy', 'Drama', 'Romance']"
233,"Wizard of Oz, The (1939)","['Adventure', 'Children', 'Fantasy', 'Musical']"
234,Gone with the Wind (1939),"['Drama', 'Romance', 'War']"
235,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"['Drama', 'Film-Noir', 'Romance']"
236,Citizen Kane (1941),"['Drama', 'Mystery']"
237,2001: A Space Odyssey (1968),"['Adventure', 'Drama', 'Sci-Fi']"
238,All About Eve (1950),['Drama']
239,To Catch a Thief (1955),"['Crime', 'Mystery', 'Romance', 'Thriller']"
240,It's a Wonderful Life (1946),"['Drama', 'Fantasy', 'Romance']"
241,Mr. Smith Goes to Washington (1939),['Drama']
242,Night of the Living Dead (1968),"['Horror', 'Sci-Fi', 'Thriller']"
243,"African Queen, The (1951)","['Adventure', 'Comedy', 'Romance', 'War']"
244,Last Man Standing (1996),"['Action', 'Crime', 'Drama', 'Thriller']"
245,Cool Runnings (1993),['Comedy']
246,Cinderella (1950),"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']"
247,Robin Hood: Prince of Thieves (1991),"['Adventure', 'Drama']"
248,Mary Poppins (1964),"['Children', 'Comedy', 'Fantasy', 'Musical']"
249,Dumbo (1941),"['Animation', 'Children', 'Drama', 'Musical']"
250,Alice in Wonderland (1951),"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']"
251,"Sound of Music, The (1965)","['Musical', 'Romance']"
252,Die Hard (1988),"['Action', 'Crime', 'Thriller']"
253,"Lawnmower Man, The (1992)","['Action', 'Horror', 'Sci-Fi', 'Thriller']"
254,Secrets & Lies (1996),['Drama']
255,That Thing You Do! (1996),"['Comedy', 'Drama']"
256,"Long Kiss Goodnight, The (1996)","['Action', 'Drama', 'Thriller']"
257,"Ghost and the Darkness, The (1996)","['Action', 'Adventure']"
258,William Shakespeare's Romeo + Juliet (1996),"['Drama', 'Romance']"
259,Swingers (1996),"['Comedy', 'Drama']"
260,Sleepers (1996),['Thriller']
261,Willy Wonka & the Chocolate Factory (1971),"['Children', 'Comedy', 'Fantasy', 'Musical']"
262,Sleeper (1973),"['Comedy', 'Sci-Fi']"
263,"Fish Called Wanda, A (1988)","['Comedy', 'Crime']"
264,Monty Python's Life of Brian (1979),['Comedy']
265,Bonnie and Clyde (1967),"['Crime', 'Drama']"
266,Dial M for Murder (1954),"['Crime', 'Mystery', 'Thriller']"
267,Dirty Dancing (1987),"['Drama', 'Musical', 'Romance']"
268,Reservoir Dogs (1992),"['Crime', 'Mystery', 'Thriller']"
269,Platoon (1986),"['Drama', 'War']"
270,Basic Instinct (1992),"['Crime', 'Mystery', 'Thriller']"
271,"Doors, The (1991)",['Drama']
272,"Crying Game, The (1992)","['Drama', 'Romance', 'Thriller']"
273,Glengarry Glen Ross (1992),['Drama']
274,E.T. the Extra-Terrestrial (1982),"['Children', 'Drama', 'Sci-Fi']"
275,Days of Thunder (1990),"['Action', 'Drama', 'Romance']"
276,Top Gun (1986),"['Action', 'Romance']"
277,Rebel Without a Cause (1955),['Drama']
278,"Streetcar Named Desire, A (1951)",['Drama']
279,"People vs. Larry Flynt, The (1996)","['Comedy', 'Drama']"
280,"Return of the Pink Panther, The (1975)","['Comedy', 'Crime']"
281,"Abyss, The (1989)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
282,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
283,Monty Python and the Holy Grail (1975),"['Adventure', 'Comedy', 'Fantasy']"
284,Wallace & Gromit: The Wrong Trousers (1993),"['Animation', 'Children', 'Comedy', 'Crime']"
285,Cinema Paradiso (Nuovo cinema Paradiso) (1989),['Drama']
286,Delicatessen (1991),"['Comedy', 'Drama', 'Romance']"
287,"Grifters, The (1990)","['Crime', 'Drama', 'Film-Noir']"
288,"English Patient, The (1996)","['Drama', 'Romance', 'War']"
289,"Sex, Lies, and Videotape (1989)",['Drama']
290,Strictly Ballroom (1992),"['Comedy', 'Romance']"
291,One Flew Over the Cuckoo's Nest (1975),['Drama']
292,Star Wars: Episode V - The Empire Strikes Back (1980),"['Action', 'Adventure', 'Sci-Fi']"
293,"Princess Bride, The (1987)","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
294,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"['Action', 'Adventure']"
295,Brazil (1985),"['Fantasy', 'Sci-Fi']"
296,Aliens (1986),"['Action', 'Adventure', 'Horror', 'Sci-Fi']"
297,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","['Action', 'Adventure', 'Western']"
298,12 Angry Men (1957),['Drama']
299,Lawrence of Arabia (1962),"['Adventure', 'Drama', 'War']"
300,"Clockwork Orange, A (1971)","['Crime', 'Drama', 'Sci-Fi', 'Thriller']"
301,To Kill a Mockingbird (1962),['Drama']
302,Apocalypse Now (1979),"['Action', 'Drama', 'War']"
303,Star Wars: Episode VI - Return of the Jedi (1983),"['Action', 'Adventure', 'Sci-Fi']"
304,"Third Man, The (1949)","['Film-Noir', 'Mystery', 'Thriller']"
305,Goodfellas (1990),"['Crime', 'Drama']"
306,Alien (1979),"['Horror', 'Sci-Fi']"
307,Army of Darkness (1993),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']"
308,Ran (1985),"['Drama', 'War']"
309,Psycho (1960),"['Crime', 'Horror']"
310,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']"
311,"Godfather: Part II, The (1974)","['Crime', 'Drama']"
312,Full Metal Jacket (1987),"['Drama', 'War']"
313,"Grand Day Out with Wallace and Gromit, A (1989)","['Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi']"
314,Amadeus (1984),['Drama']
315,Raging Bull (1980),['Drama']
316,Annie Hall (1977),"['Comedy', 'Romance']"
317,"Right Stuff, The (1983)",['Drama']
318,"Boot, Das (Boat, The) (1981)","['Action', 'Drama', 'War']"
319,"Sting, The (1973)","['Comedy', 'Crime']"
320,Harold and Maude (1971),"['Comedy', 'Drama', 'Romance']"
321,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Drama']
322,"Terminator, The (1984)","['Action', 'Sci-Fi', 'Thriller']"
323,Glory (1989),"['Drama', 'War']"
324,Manhattan (1979),"['Comedy', 'Drama', 'Romance']"
325,Miller's Crossing (1990),"['Crime', 'Drama', 'Film-Noir', 'Thriller']"
326,Dead Poets Society (1989),['Drama']
327,"Graduate, The (1967)","['Comedy', 'Drama', 'Romance']"
328,"Femme Nikita, La (Nikita) (1990)","['Action', 'Crime', 'Romance', 'Thriller']"
329,"Bridge on the River Kwai, The (1957)","['Adventure', 'Drama', 'War']"
330,Chinatown (1974),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
331,"Day the Earth Stood Still, The (1951)","['Drama', 'Sci-Fi', 'Thriller']"
332,Duck Soup (1933),"['Comedy', 'Musical', 'War']"
333,"Shining, The (1980)",['Horror']
334,Stand by Me (1986),"['Adventure', 'Drama']"
335,Evil Dead II (Dead by Dawn) (1987),"['Action', 'Comedy', 'Fantasy', 'Horror']"
336,"Great Escape, The (1963)","['Action', 'Adventure', 'Drama', 'War']"
337,"Deer Hunter, The (1978)","['Drama', 'War']"
338,Groundhog Day (1993),"['Comedy', 'Fantasy', 'Romance']"
339,Unforgiven (1992),"['Drama', 'Western']"
340,"Manchurian Candidate, The (1962)","['Crime', 'Thriller', 'War']"
341,Arsenic and Old Lace (1944),"['Comedy', 'Mystery', 'Thriller']"
342,Back to the Future (1985),"['Adventure', 'Comedy', 'Sci-Fi']"
343,Fried Green Tomatoes (1991),"['Comedy', 'Crime', 'Drama']"
344,Patton (1970),"['Drama', 'War']"
345,Akira (1988),"['Action', 'Adventure', 'Animation', 'Sci-Fi']"
346,Highlander (1986),"['Action', 'Adventure', 'Fantasy']"
347,Cool Hand Luke (1967),['Drama']
348,Young Frankenstein (1974),"['Comedy', 'Fantasy']"
349,Fantasia (1940),"['Animation', 'Children', 'Fantasy', 'Musical']"
350,High Noon (1952),"['Drama', 'Western']"
351,"Big Sleep, The (1946)","['Crime', 'Film-Noir', 'Mystery']"
352,Heathers (1989),['Comedy']
353,Ben-Hur (1959),"['Action', 'Adventure', 'Drama']"
354,This Is Spinal Tap (1984),['Comedy']
355,Indiana Jones and the Last Crusade (1989),"['Action', 'Adventure']"
356,Gandhi (1982),['Drama']
357,"Room with a View, A (1986)","['Drama', 'Romance']"
358,Pink Floyd: The Wall (1982),"['Drama', 'Musical']"
359,"Killing Fields, The (1984)","['Drama', 'War']"
360,Field of Dreams (1989),"['Children', 'Drama', 'Fantasy']"
361,Butch Cassidy and the Sundance Kid (1969),"['Action', 'Western']"
362,When Harry Met Sally... (1989),"['Comedy', 'Romance']"
363,Alien³ (a.k.a. Alien 3) (1992),"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
364,"American Werewolf in London, An (1981)","['Comedy', 'Horror', 'Thriller']"
365,"Birds, The (1963)","['Horror', 'Thriller']"
366,Dracula (Bram Stoker's Dracula) (1992),"['Fantasy', 'Horror', 'Romance', 'Thriller']"
367,Cape Fear (1991),['Thriller']
368,Carrie (1976),"['Drama', 'Fantasy', 'Horror', 'Thriller']"
369,"Nightmare on Elm Street, A (1984)","['Horror', 'Thriller']"
370,Star Trek: First Contact (1996),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
371,Shine (1996),"['Drama', 'Romance']"
372,Sling Blade (1996),['Drama']
373,101 Dalmatians (1996),"['Adventure', 'Children', 'Comedy']"
374,Die Hard 2 (1990),"['Action', 'Adventure', 'Thriller']"
375,Star Trek: The Motion Picture (1979),"['Adventure', 'Sci-Fi']"
376,Star Trek VI: The Undiscovered Country (1991),"['Action', 'Mystery', 'Sci-Fi']"
377,Star Trek V: The Final Frontier (1989),"['Action', 'Sci-Fi']"
378,Star Trek II: The Wrath of Khan (1982),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
379,Star Trek III: The Search for Spock (1984),"['Action', 'Adventure', 'Sci-Fi']"
380,Star Trek IV: The Voyage Home (1986),"['Adventure', 'Comedy', 'Sci-Fi']"
381,Batman Returns (1992),"['Action', 'Crime']"
382,Young Guns (1988),"['Action', 'Comedy', 'Western']"
383,Grease (1978),"['Comedy', 'Musical', 'Romance']"
384,Under Siege (1992),"['Action', 'Drama', 'Thriller']"
385,Jaws (1975),"['Action', 'Horror']"
386,Mars Attacks! (1996),"['Action', 'Comedy', 'Sci-Fi']"
387,Jerry Maguire (1996),"['Drama', 'Romance']"
388,Raising Arizona (1987),['Comedy']
389,Sneakers (1992),"['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']"
390,Beavis and Butt-Head Do America (1996),"['Adventure', 'Animation', 'Comedy', 'Crime']"
391,Scream (1996),"['Comedy', 'Horror', 'Mystery', 'Thriller']"
392,"Last of the Mohicans, The (1992)","['Action', 'Romance', 'War', 'Western']"
393,Michael (1996),"['Comedy', 'Drama', 'Fantasy', 'Romance']"
394,Hamlet (1996),"['Crime', 'Drama', 'Romance']"
395,Evita (1996),"['Drama', 'Musical']"
396,Dante's Peak (1997),"['Action', 'Thriller']"
397,Donnie Brasco (1997),"['Crime', 'Drama']"
398,Private Parts (1997),"['Comedy', 'Drama']"
399,"Saint, The (1997)","['Action', 'Romance', 'Sci-Fi', 'Thriller']"
400,Liar Liar (1997),['Comedy']
401,Anaconda (1997),"['Action', 'Adventure', 'Thriller']"
402,Grosse Pointe Blank (1997),"['Comedy', 'Crime', 'Romance']"
403,Romy and Michele's High School Reunion (1997),['Comedy']
404,Austin Powers: International Man of Mystery (1997),"['Action', 'Adventure', 'Comedy']"
405,"Fifth Element, The (1997)","['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
406,"Lost World: Jurassic Park, The (1997)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
407,Con Air (1997),"['Action', 'Adventure', 'Thriller']"
408,Speed 2: Cruise Control (1997),"['Action', 'Romance', 'Thriller']"
409,Batman & Robin (1997),"['Action', 'Adventure', 'Fantasy', 'Thriller']"
410,My Best Friend's Wedding (1997),"['Comedy', 'Romance']"
411,Face/Off (1997),"['Action', 'Crime', 'Drama', 'Thriller']"
412,Men in Black (a.k.a. MIB) (1997),"['Action', 'Comedy', 'Sci-Fi']"
